yyyymm,Ret,Rfree,D/P
188903,-0.02075471698113196,0.002960250537773502,-3.1273387377689295
188904,-0.0019267822736032114,0.0028052851363368158,-3.1289327777400455
188905,0.027027027027027195,0.0024805957238028063,-3.1595789306201283
188906,0.016917293233082775,0.002502733638293761,-3.179903969636107
188907,-0.020332717190388205,0.0028864574894703183,-3.162923588902154
188908,0.013207547169811429,0.003447284656574517,-3.180067028656798
188909,0.024208566108007368,0.0035358363145383378,-3.2075762696142673
188910,-0.018181818181818077,0.0040671462623212635,-3.1928291159301
188911,-0.009259259259259411,0.0040671462623212635,-3.187594525487112
188912,-0.005607476635513864,0.004133560005794129,-3.1856010359833284
189001,0.011278195488721776,0.0035874914483505667,-3.1968161068034684
189002,-0.011152416356877248,0.0033513536937803783,-3.1856010359833284
189003,-0.007518796992481258,0.003698181020805343,-3.1780538303479458
189004,0.02083333333333326,0.003410388132422926,-3.1986731175506815
189005,0.04267161410018572,0.0033734916082713328,-3.240459396535375
189006,-0.007117437722419906,0.003329215779289423,-3.233316509022995
189007,-0.007168458781361964,0.003366112303441015,-3.226122233388968
189008,-0.023465703971119134,0.0037645947642782084,-3.202376825488166
189009,-0.01663585951940849,0.0038826636415633035,-3.1856010359833284
189010,-0.045112781954887216,0.00399335321401808,-3.139438994220166
189011,-0.07283464566929132,0.004620594124595144,-3.0638156406581016
189012,-0.023354564755838747,0.0050485938047536115,-3.040184036124825
189101,0.052173913043478404,0.00394169808020585,-3.091042453358316
189102,0.012396694214876103,0.003329215779289423,-3.1033629377463567
189103,-0.01836734693877562,0.0035136984000473824,-3.084824816747445
189104,0.033264033264033266,0.0033882502179319704,-3.117547572738313
189105,-0.004024144869215207,0.003609629362841522,-3.1135153092103742
189106,-0.020202020202020332,0.003698181020805343,-3.0931064375791673
189107,-0.016494845360824795,0.003771974069108527,-3.0764740375300255
189108,0.033542976939203495,0.0038826636415633035,-3.1094667206843742
189109,0.08113590263691695,0.003904801556054259,-3.1874789708075286
189110,0.0,0.0037572154594478907,-3.1874789708075286
189111,-0.015009380863039379,0.0033734916082713328,-3.172355809233308
189112,0.030476190476190546,0.0032037675971740096,-3.202376825488166
189201,0.01848428835489835,0.0027093541735426765,-3.2129947855246943
189202,0.001814882032667775,0.0023625268465177116,-3.207616980425029
189203,0.010869565217391353,0.0025765266865969455,-3.2108436531709366
189204,-0.0017921146953404632,0.0022001821402507066,-3.201522775407846
189205,0.0,0.001971423690510836,-3.19448977938558
189206,-0.0053859964093357915,0.0018164582890741496,-3.1816704708181343
189207,0.0,0.0022001821402507066,-3.174306348302999
189208,0.014440433212996373,0.0025617680769363083,-3.1817617638603526
189209,-0.02491103202846967,0.003115215939210189,-3.1492748657979024
189210,0.02007299270072993,0.003447284656574517,-3.1619410496292066
189211,-0.003577817531305816,0.0034325260469138803,-3.1516199488166334
189212,-0.010771992818671583,0.003698181020805343,-3.1336809788049687
189301,0.01814882032667886,0.0034030088275926063,-3.148339285082076
189302,-0.01782531194295911,0.0033070778647984675,-3.126622614437523
189303,-0.03629764065335761,0.004657490648746736,-3.086345403858447
189304,0.0,0.0038826636415633035,-3.0830518644465075
189305,-0.08851224105461386,0.004576318295613234,-2.986682438034073
189306,-0.04752066115702469,0.00588983455540991,-2.934724925445967
189307,-0.09327548806941444,0.0076682470195166465,-2.8335483283868674
189308,-0.023923444976076458,0.00746162648426773,-2.8056792438628966
189309,0.07107843137254899,0.00574962776363386,-2.871107706080891
189310,0.029748283752860427,0.004000732518848398,-2.8971949832442903
189311,0.015555555555555545,0.0028716988798096815,-2.909012696974952
189312,-0.035010940919037226,0.0023403889320267562,-2.870169050578645
189401,-0.020408163265306034,0.002207561445081025,-2.862837657702845
189402,0.01388888888888884,0.0020747339581352934,-2.890508753581015
189403,0.029680365296803624,0.0018754927277166962,-2.933413509154733
189404,0.01330376940133049,0.0019271478615289254,-2.960474967368312
189405,-0.03719912472647702,0.0018016996794135124,-2.9370346408789683
189406,-0.01363636363636378,0.0017869410697528758,-2.9375503181712554
189407,-0.020737327188940058,0.0018533548132257413,-2.931046704404979
189408,0.03764705882352937,0.00190500994703797,-2.9831138095947796
189409,0.01587301587301604,0.0020599753484746566,-3.0137507790566693
189410,-0.03125000000000011,0.0016762514972980995,-2.9971157185521373
189411,0.0,0.001698389411789055,-3.012930001617146
189412,-0.009216589861751112,0.0017648031552619204,-3.0192627709641853
189501,-0.011627906976744096,0.0019271478615289254,-3.015694913651536
189502,-0.014117647058823457,0.0023108717127054827,-3.009187546228461
189503,0.0,0.0025248715527847166,-3.0174460337777758
189504,0.042959427207637235,0.002569147381766627,-3.067835567455335
189505,0.05491990846681927,0.0016836308021284177,-3.129201691030528
189506,0.019522776572667988,0.0015729412296736419,-3.157000421150113
189507,0.004255319148936065,0.0018090789842438307,-3.1697830430538505
189508,0.014830508474576343,0.0022001821402507066,-3.1926059650099474
189509,0.006263048016701411,0.0026134232107485372,-3.2075296484808993
189510,-0.014522821576763545,0.003166871073022418,-3.2016565108144017
189511,-0.03368421052631587,0.002687216259051721,-3.1757036530029916
189512,-0.05882352941176461,0.0031447331585314625,-3.1239866090776696
189601,-0.011574074074074292,0.0040671462623212635,-3.1165644496048923
189602,0.042154566744730726,0.003926939470545214,-3.1626229394971794
189603,-0.01573033707865179,0.003491560485556427,-3.151025157960026
189604,0.009132420091324311,0.003528457009708019,-3.164391924524067
189605,-0.004524886877827927,0.002982388452264458,-3.1646889935266147
189606,-0.018181818181818188,0.0027757679170155422,-3.1506548561598313
189607,-0.06481481481481488,0.003366112303441015,-3.087977847133989
189608,-0.05693069306930698,0.005402800436608895,-3.0342603132750874
189609,0.052493438320209806,0.0057643863732944976,-3.0897963472780687
189610,0.02244389027431426,0.005808662202276407,-3.1163852772902736
189611,0.06829268292682933,0.003580112143520249,-3.1874125554124157
189612,-0.0365296803652968,0.0023920440658389847,-3.154633556139847
189701,0.0,0.002082113262965612,-3.154633556139847
189702,-0.009478672985781977,0.0018533548132257413,-3.145109674628592
189703,0.0023923444976077235,0.0020968718726262488,-3.147499162025973
189704,-0.031026252983293756,0.002244457969232617,-3.115981401705568
189705,0.0049261083743843415,0.002244457969232617,-3.120895416507997
189706,0.04656862745098023,0.0019419064711895622,-3.1664122553324594
189707,0.04449648711943799,0.0021485270064384777,-3.2099471941238993
189708,0.06502242152466375,0.002384664761008667,-3.2729430461384768
189709,0.04842105263157914,0.0026650783445607657,-3.3202283191284883
189710,-0.032128514056224966,0.002731492088033632,-3.2875723561544357
189711,-0.03526970954356845,0.0021337683967778405,-3.2516656476911914
189712,0.021505376344086002,0.0021632856160991145,-3.2729430461384768
189801,0.027368421052631486,0.002037837433983701,-3.2905435234450673
189802,-0.002049180327868827,0.0019419064711895622,-3.2797250612309763
189803,-0.045174537987679675,0.003070940110228279,-3.2242666735030774
189804,-0.017204301075268824,0.0038826636415633035,-3.1977654333405736
189805,0.06564551422319465,0.003070940110228279,-3.252812780413529
189806,0.03901437371663241,0.0020304581291533835,-3.282097690121025
189807,0.0039525691699606735,0.0023403889320267562,-3.2771348905209288
189808,0.03740157480314954,0.0023256303223661194,-3.3055422553211224
189809,-0.001897533206831059,0.0026724576493910844,-3.294886747168009
189810,-0.02091254752851701,0.002155906311268796,-3.2650722682627684
189811,0.03300970873786402,0.0020747339581352934,-3.2894475468099396
189812,0.06203007518796988,0.0018754927277166962,-3.34109345759245
189901,0.07610619469026547,0.001779561764922557,-3.4104505871426385
189902,0.03782894736842102,0.0018902513373773332,-3.443109510575093
189903,0.014263074484944571,0.002487975028633124,-3.4533133828011695
189904,0.012499999999999956,0.0023625268465177116,-3.4617930687120193
189905,-0.04166666666666674,0.0022961131030448455,-3.414816269196959
189906,-0.02254428341384862,0.002082113262965612,-3.388103904915136
189907,0.034596375617792496,0.0023403889320267562,-3.4182204360622954
189908,0.02547770700636942,0.002849560965318726,-3.439015352410677
189909,-0.010869565217391353,0.0032849399503075125,-3.424223408895456
189910,-0.004709576138147598,0.0034694225710654725,-3.415654699164345
189911,0.018927444794952786,0.0036391465821627956,-3.4300938645858796
189912,-0.06811145510835914,0.003978594604357442,-3.355735007585398
190001,0.013289036544850585,0.003277560645477194,-3.3338451996326635
190002,0.0180327868852459,0.0028864574894703183,-3.3178157727231046
190003,0.008051529790660261,0.0032406641213256018,-3.2930452390667333
190004,0.012779552715654896,0.0027757679170155422,-3.2739951240892804
190005,-0.04731861198738163,0.0023699061513480298,-3.1947487089201156
190006,-0.02980132450331119,0.002355147541687393,-3.1346413374126323
190007,0.0,0.0026134232107485372,-3.10565380053938
190008,0.013651877133105783,0.002731492088033632,-3.091042453358316
190009,-0.023569023569023684,0.0028421816604884075,-3.0397922633480214
190010,0.036206896551724155,0.003366112303441015,-3.0486908472606027
190011,0.07820299500831962,0.0028864574894703183,-3.098011122674409
190012,0.06018518518518512,0.0031447331585314625,-3.131136910560194
190101,0.02911208151382816,0.0026134232107485372,-3.154182612725603
190102,0.02545968882602545,0.0023625268465177116,-3.174034333154185
190103,0.035862068965517135,0.002406802675499622,-3.203678968150769
190104,0.08388814913448739,0.002569147381766627,-3.2786753878763806
190105,-0.05036855036855037,0.002569147381766627,-3.221790806689363
190106,0.09961190168175937,0.0025470094672756715,-3.311249144999216
190107,-0.06705882352941184,0.0028126644411671344,-3.2363671278556025
190108,0.013871374527112179,0.002960250537773502,-3.2450231642148655
190109,-0.004975124378109319,0.0032849399503075125,-3.23462418183634
190110,-0.011249999999999982,0.003070940110228279,-3.2179281072171055
190111,0.02149178255372952,0.003122595244040507,-3.234152817227094
190112,-0.016089108910891103,0.0032849399503075125,-3.2126062118546055
190201,0.02138364779874191,0.002960250537773502,-3.2312675571633642
190202,0.008620689655172376,0.002591285296257582,-3.2370497426021343
190203,0.0012210012210012167,0.0028421816604884075,-3.235786297016517
190204,0.034146341463414887,0.002945491928112866,-3.266885044054561
190205,-0.002358490566037652,0.002982388452264458,-3.261743843298693
190206,-0.005910165484633634,0.0029159747087915923,-3.253351570637256
190207,0.022592152199762072,0.0030488021957373237,-3.2732337860736544
190208,0.02674418604651163,0.003211146902004328,-3.2968679749909815
190209,0.0022650056625141968,0.003779353373938846,-3.296684682926668
190210,-0.031638418079095953,0.0040228704333393536,-3.2620951870842787
190211,-0.03850641773628938,0.0038826636415633035,-3.2200901541006024
190212,-0.0230582524271844,0.0040671462623212635,-3.1943347159520834
190301,0.05093167701863366,0.0034177674372532435,-3.2388735066472623
190302,-0.005910165484633634,0.003211146902004328,-3.2281337676532997
190303,-0.03923900118906065,0.003779353373938846,-3.1830166196900747
190304,-0.04084158415841588,0.003491560485556427,-3.1362557961803637
190305,-0.01935483870967747,0.0031447331585314625,-3.1119704504877594
190306,-0.05526315789473679,0.0033882502179319704,-3.0501090444320624
190307,-0.04596100278551529,0.003653905191823433,-2.9980707721350246
190308,-0.03211678832116782,0.0040228704333393536,-2.960755382716262
190309,-0.02413273001508298,0.0040671462623212635,-2.9313869704635866
190310,-0.03245749613601234,0.003949077385036169,-2.893475611403167
190311,0.0031948881789138905,0.004045008347830308,-2.8920610820902892
190312,0.04617834394904463,0.0039564566898664865,-2.932335956995197
190401,0.016742770167427645,0.0032406641213256018,-2.958413413839714
190402,-0.026946107784431073,0.003166871073022418,-2.9409527554200823
190403,-0.003076923076922977,0.0030930780247192336,-2.947530171736113
190404,0.024691358024691246,0.002635561125239492,-2.981674916303451
190405,-0.02108433734939752,0.0025322508576150348,-2.970514470570034
190406,0.0015384615384614886,0.002303492407875164,-2.982002080742089
190407,0.04147465437788034,0.002244457969232617,-3.0326900623274167
190408,0.03392330383480813,0.002502733638293761,-3.076512295297248
190409,0.04422253922967201,0.002820043745997452,-3.130044611161585
190410,0.058743169398907114,0.0028864574894703183,-3.1974931688027985
190411,0.05419354838709678,0.002687216259051721,-3.261062989895902
190412,0.009791921664626724,0.0027979058315064976,-3.2813961818495345
190501,0.021818181818181737,0.002569147381766627,-3.29751086422261
190502,0.043890865954923086,0.002465837114142169,-3.3353458025081517
190503,0.02840909090909083,0.0025396301624453534,-3.3579473978683385
190504,-0.012154696132596787,0.002569147381766627,-3.340335914622966
190505,-0.04921700223713643,0.0025765266865969455,-3.2848271081903606
190506,0.0117647058823529,0.002406802675499622,-3.2911964864478267
190507,0.03139534883720918,0.002679836954221403,-3.316810641058644
190508,0.03720405862457721,0.0027388713928639505,-3.3483780783057444
190509,0.003260869565217428,0.003122595244040507,-3.3463891451671604
190510,0.014084507042253502,0.0032923192551378307,-3.3551582508646134
190511,-0.005341880341880212,0.0037572154594478907,-3.344916545763566
190512,0.02470461868958096,0.003926939470545214,-3.3641561099818063
190601,0.03459119496855356,0.003366112303441015,-3.380739387784087
190602,-0.007092198581560183,0.0033513536937803783,-3.3562045055374172
190603,-0.02448979591836742,0.0035358363145383378,-3.3145783410406002
190604,-0.013598326359832713,0.003653905191823433,-3.284333821262404
190605,-0.026511134676564185,0.003565353533859612,-3.2409031471864913
190606,0.013071895424836777,0.0035136984000473824,-3.2378723255588557
190607,-0.02580645161290329,0.0036686638014840696,-3.195961565345325
190608,0.07395143487858724,0.00403762904299999,-3.251520060482055
190609,0.03083247687564228,0.004480387332819094,-3.2666072276893905
190610,-0.029910269192422678,0.0042885254072308155,-3.221190938442429
190611,0.020554984583761593,0.004251628883079224,-3.2264573623205983
190612,-0.009063444108761365,0.004251628883079224,-3.202746442938317
190701,-0.028455284552845517,0.0041778358347760395,-3.1656623041661245
190702,-0.03138075313807542,0.0040228704333393536,-3.125383514727046
190703,-0.09827213822894165,0.004199973749266994,-3.013859658146548
190704,0.004790419161676773,0.0040228704333393536,-3.010622077943565
190705,-0.03456495828367112,0.0036760431063143878,-2.9672528022321227
190706,-0.032098765432098775,0.003653905191823433,-2.926739402067039
190707,0.03826530612244916,0.0038826636415633035,-2.9564643114697082
190708,-0.07493857493857492,0.004251628883079224,-2.8705691305999848
190709,-0.010624169986719778,0.0046648699535770536,-2.8521841026859973
190710,-0.10872483221476514,0.0048788697936562875,-2.7294369137246157
190711,-0.0587349397590361,0.004989559366111064,-2.661090282238932
190712,0.051200000000000134,0.005417559046269532,-2.7034943845663495
