  4.8171024e-001  3.2651428e-001  1.5493634e-001  3.3432541e-002  3.2610313e-003  1.4275265e-004  2.7844682e-006  2.4046957e-008  9.1462726e-011  1.5254464e-013  1.1102230e-016  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.8071392e-001  3.2111569e-001  3.1985918e-001  1.4535759e-001  3.0030546e-002  2.8034603e-003  1.1740688e-004  2.1900717e-006  1.8081895e-008  6.5733086e-011  1.0469403e-013  1.1102230e-016  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.7584334e-002  1.5670443e-001  3.2765556e-001  3.1259704e-001  1.3604632e-001  2.6909992e-002  2.4042563e-003  9.6325302e-005  1.7183177e-006  1.3562820e-008  4.7123749e-011  7.1831430e-014  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.0698447e-003  3.7835961e-002  1.6656116e-001  3.3353632e-001  3.0477560e-001  1.2702822e-001  2.4055807e-002  2.0569012e-003  7.8835917e-005  1.3448607e-006  1.0147941e-008  3.3698710e-011  4.9071858e-014  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.2153381e-004  4.4973997e-003  4.1902119e-002  1.7661666e-001  3.3871810e-001  2.9644535e-001  1.1832526e-001  2.1452691e-002  1.7554640e-003  6.4364189e-005  1.0499760e-006  7.5740376e-009  2.4038216e-011  3.3417713e-014  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.9396330e-006  2.6159361e-004  5.1912840e-003  4.6294062e-002  1.8683377e-001  3.4316538e-001  2.8765904e-001  1.0995583e-001  1.9085283e-002  1.4945681e-003  5.2420412e-005  8.1772884e-007  5.6389496e-009  1.7104429e-011  2.2759572e-014  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  7.7475121e-008  7.4002296e-006  3.1483255e-004  5.9777427e-003  5.1023846e-002  1.9717198e-001  3.4684737e-001  2.7847113e-001  1.0193473e-001  1.6938302e-002  1.2693583e-003  4.2588469e-005  6.3528222e-007  4.1878384e-009  1.2140289e-011  1.5432100e-014  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.8776231e-010  1.0125215e-007  9.2893795e-006  3.7798291e-004  6.8667198e-003  5.6102236e-002  2.0758764e-001  3.4973838e-001  2.6893719e-001  9.4273304e-002  1.4996679e-002  1.0754667e-003  3.4515853e-005  4.9232416e-007  3.1024318e-009  8.5953467e-012  1.0436096e-014  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.4743239e-012  6.6690223e-010  1.3260673e-007  1.1632150e-005  4.5269453e-004  7.8688567e-003  6.1538470e-002  2.1803415e-001  3.5181809e-001  2.5911341e-001  8.6979630e-002  1.3245663e-002  9.0897797e-004  2.7904852e-005  3.8059427e-007  2.2926345e-009  6.0704775e-012  6.9944051e-015  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.1316201e-015  2.1065046e-012  9.1148894e-010  1.7324139e-007  1.4529995e-005  5.4085317e-004  8.9954874e-003  6.7340018e-002  2.2846233e-001  3.5307184e-001  2.4905601e-001  8.0058641e-002  1.1670923e-002  7.6639545e-004  2.2504785e-005  2.9349427e-007  1.6900028e-009  4.2764681e-012  4.7739590e-015  0.0000000e+000  0.0000000e+000
  1.4702817e-018  3.1812152e-015  3.0051487e-012  1.2426812e-009  2.2576826e-007  1.8105212e-005  6.4460712e-004  1.0258622e-002  7.3512341e-002  2.3882073e-001  3.5349074e-001  2.3882073e-001  7.3512341e-002  1.0258622e-002  6.4460712e-004  1.8105212e-005  2.2576826e-007  1.2426812e-009  3.0051517e-012  3.2196468e-015  0.0000000e+000
  4.8284247e-022  2.2915337e-018  4.7378237e-015  4.2764573e-012  1.6900029e-009  2.9349427e-007  2.2504785e-005  7.6639545e-004  1.1670923e-002  8.0058641e-002  2.4905601e-001  3.5307184e-001  2.2846233e-001  6.7340018e-002  8.9954874e-003  5.4085317e-004  1.4529995e-005  1.7324139e-007  9.1148888e-010  2.1065372e-012  2.1094237e-015
  7.5382502e-026  7.8588309e-022  3.5632601e-018  7.0384308e-015  6.0703977e-012  2.2926346e-009  3.8059427e-007  2.7904852e-005  9.0897797e-004  1.3245663e-002  8.6979630e-002  2.5911341e-001  3.5181809e-001  2.1803415e-001  6.1538470e-002  7.8688567e-003  4.5269453e-004  1.1632150e-005  1.3260673e-007  6.6690220e-010  1.4743762e-012
  5.5884027e-030  1.2813162e-025  1.2760165e-021  5.5268433e-018  1.0429994e-014  8.5953827e-012  3.1024317e-009  4.9232416e-007  3.4515853e-005  1.0754667e-003  1.4996679e-002  9.4273304e-002  2.6893719e-001  3.4973838e-001  2.0758764e-001  5.6102236e-002  6.8667198e-003  3.7798291e-004  9.2893795e-006  1.0125215e-007  4.8776228e-010
  1.9654172e-034  9.9202061e-030  2.1725238e-025  2.0666209e-021  8.5509676e-018  1.5417137e-014  1.2140277e-011  4.1878385e-009  6.3528222e-007  4.2588469e-005  1.2693583e-003  1.6938302e-002  1.0193473e-001  2.7847113e-001  3.4684737e-001  1.9717198e-001  5.1023846e-002  5.9777427e-003  3.1483255e-004  7.4002296e-006  7.7475121e-008
  3.2767876e-039  3.6437652e-034  1.7565679e-029  3.6743222e-025  3.3386557e-021  1.3196598e-017  2.2731863e-014  1.7104388e-011  5.6389497e-009  8.1772884e-007  5.2420412e-005  1.4945681e-003  1.9085283e-002  1.0995583e-001  2.8765904e-001  3.4316538e-001  1.8683377e-001  4.6294062e-002  5.1912840e-003  2.6159361e-004  5.9396330e-006
